
[Name]
IGV Blade

[Data]
X [ m ], Y [ m ], Z [ m ]
1.52212742e-04, 2.35315591e-01, 2.22003946e-04
2.85613821e-09, 2.35795215e-01, -3.99290002e-07
1.73904555e-05, 2.35813469e-01, 7.69037069e-05
6.81922247e-05, 2.35866591e-01, 1.50565102e-04
1.53150773e-04, 2.35955104e-01, 2.21286449e-04
3.09748449e-09, 2.36569211e-01, -3.77549924e-07
1.75101741e-05, 2.36587405e-01, 7.65753721e-05
6.86682761e-05, 2.36640334e-01, 1.49949628e-04
1.54300709e-04, 2.36728489e-01, 2.20393267e-04
3.41735307e-09, 2.37505257e-01, -3.56189048e-07
1.76921167e-05, 2.37523377e-01, 7.62273048e-05
6.93358961e-05, 2.37576067e-01, 1.49261090e-04
1.55822607e-04, 2.37663791e-01, 2.19347887e-04
3.34518946e-09, 2.38637254e-01, -3.36083701e-07
1.78742303e-05, 2.38655284e-01, 7.58155584e-05
7.00757155e-05, 2.38707677e-01, 1.48490843e-04
1.57578674e-04, 2.38794893e-01, 2.18228626e-04
2.67741918e-09, 2.40006223e-01, -3.19547240e-07
1.80307852e-05, 2.40024164e-01, 7.53498753e-05
7.08610241e-05, 2.40076199e-01, 1.47693194e-04
1.59567353e-04, 2.40162805e-01, 2.17162873e-04
1.88241356e-09, 2.41538316e-01, -2.87410870e-07
1.83083994e-05, 2.41556123e-01, 7.49644169e-05
7.19811505e-05, 2.41607770e-01, 1.46939725e-04
1.62133976e-04, 2.41693646e-01, 2.16054003e-04
1.13250676e-09, 2.43316188e-01, -2.57422414e-07
1.84647743e-05, 2.43333846e-01, 7.45188809e-05
7.29036692e-05, 2.43385017e-01, 1.46308375e-04
1.64658311e-04, 2.43470073e-01, 2.15316628e-04
1.04600095e-09, 2.45466247e-01, -2.59611141e-07
1.83342399e-05, 2.45483726e-01, 7.39303505e-05
7.32860135e-05, 2.45534331e-01, 1.45903061e-04
1.66800601e-04, 2.45618403e-01, 2.15326247e-04
1.08562292e-09, 2.48027712e-01, -2.46442397e-07
1.83488519e-05, 2.48044983e-01, 7.34393252e-05
7.41250406e-05, 2.48094916e-01, 1.45623839e-04
1.69891209e-04, 2.48177797e-01, 2.15435022e-04
7.22597593e-10, 2.50915706e-01, -2.20849543e-07
1.85147128e-05, 2.50932753e-01, 7.30293759e-05
7.54023931e-05, 2.50981927e-01, 1.45425627e-04
1.73831781e-04, 2.51063466e-01, 2.15556269e-04
-7.33029581e-10, 2.54408330e-01, -1.36652545e-07
1.83616885e-05, 2.54425079e-01, 7.28583254e-05
7.62104391e-05, 2.54473329e-01, 1.46253835e-04
1.77775000e-04, 2.54553288e-01, 2.17687193e-04
-3.32915739e-09, 2.58341819e-01, -5.53881172e-08
1.82659824e-05, 2.58358240e-01, 7.28696832e-05
7.73158390e-05, 2.58405477e-01, 1.47525003e-04
1.82540141e-04, 2.58483589e-01, 2.20467511e-04
-4.37093739e-09, 2.62990147e-01, -9.31899109e-08
1.85924036e-05, 2.63006210e-01, 7.32031258e-05
7.97650500e-05, 2.63052195e-01, 1.49161002e-04
1.89696817e-04, 2.63128191e-01, 2.23411815e-04
-4.60115945e-09, 2.68358946e-01, -2.33843409e-07
1.94147688e-05, 2.68374562e-01, 7.38731396e-05
8.37248663e-05, 2.68419176e-01, 1.51104628e-04
1.99372022e-04, 2.68492699e-01, 2.26426564e-04
-3.09561288e-09, 2.73495674e-01, -2.23822909e-07
2.14946849e-05, 2.73510903e-01, 7.49340761e-05
9.08294023e-05, 2.73554206e-01, 1.51993547e-04
2.12557963e-04, 2.73625404e-01, 2.26537653e-04
-1.57717961e-09, 2.78535008e-01, -2.04196951e-07
2.44347921e-05, 2.78549850e-01, 7.65406585e-05
9.95194132e-05, 2.78591841e-01, 1.52774810e-04
2.27368670e-04, 2.78660744e-01, 2.26014454e-04
7.15535742e-10, 2.83498555e-01, -4.44184707e-07
2.89412528e-05, 2.83512980e-01, 7.85564553e-05
1.10655528e-04, 2.83553690e-01, 1.52321096e-04
2.44548515e-04, 2.83620298e-01, 2.22930874e-04
5.11667908e-09, 2.88409352e-01, -6.31461262e-07
3.41366140e-05, 2.88422078e-01, 8.07092292e-05
1.24792554e-04, 2.88458049e-01, 1.53272646e-04
2.68282223e-04, 2.88516879e-01, 2.22365896e-04
2.18502727e-08, 2.93288738e-01, -9.23041512e-07
3.92516886e-05, 2.93299764e-01, 8.26453179e-05
1.38340751e-04, 2.93330878e-01, 1.54424444e-04
2.91325123e-04, 2.93381810e-01, 2.22382820e-04
3.99187705e-08, 2.98148692e-01, -1.22359870e-06
4.44785837e-05, 2.98157990e-01, 8.44007736e-05
1.51811531e-04, 2.98184276e-01, 1.55359812e-04
3.14175297e-04, 2.98227370e-01, 2.22364717e-04
2.62189523e-08, 3.02989930e-01, -1.25163638e-06
4.92446852e-05, 3.02997559e-01, 8.60959481e-05
1.64447658e-04, 3.03019106e-01, 1.56953320e-04
3.36210447e-04, 3.03054422e-01, 2.23524301e-04
1.77963635e-08, 3.06983769e-01, -1.31641843e-06
5.31884034e-05, 3.06989998e-01, 8.73902245e-05
1.74828456e-04, 3.07007641e-01, 1.58180686e-04
3.54289979e-04, 3.07036549e-01, 2.24468269e-04
2.01668868e-08, 3.10283899e-01, -1.35313110e-06
5.58765059e-05, 3.10288966e-01, 8.84212131e-05
1.82581425e-04, 3.10303360e-01, 1.59716321e-04
3.68360401e-04, 3.10326964e-01, 2.26135657e-04
2.15747242e-08, 3.13008785e-01, -1.37693428e-06
5.80326268e-05, 3.13012898e-01, 8.91518794e-05
1.88883176e-04, 3.13024640e-01, 1.60878073e-04
3.79861245e-04, 3.13043892e-01, 2.27391269e-04
2.21629879e-08, 3.15260828e-01, -1.39072665e-06
5.97170729e-05, 3.15264195e-01, 8.96461352e-05
1.93962245e-04, 3.15273732e-01, 1.61752090e-04
3.89223831e-04, 3.15289378e-01, 2.28346587e-04
2.48784566e-08, 3.17123026e-01, -1.40830457e-06
6.07789189e-05, 3.17125738e-01, 9.00773957e-05
1.97849819e-04, 3.17133456e-01, 1.62648474e-04
3.96603398e-04, 3.17146122e-01, 2.29666664e-04
2.73683138e-08, 3.18662047e-01, -1.41883231e-06
6.15239114e-05, 3.18664253e-01, 9.04125991e-05
2.00925249e-04, 3.18670481e-01, 1.63397926e-04
4.02548263e-04, 3.18680674e-01, 2.30860067e-04
2.92431235e-08, 3.19933683e-01, -1.42433294e-06
6.21247091e-05, 3.19935411e-01, 9.06883215e-05
2.03452961e-04, 3.19940418e-01, 1.64007361e-04
4.07445914e-04, 3.19948584e-01, 2.31840168e-04
2.92891649e-08, 3.20985168e-01, -1.40493887e-06
6.24856257e-05, 3.20986539e-01, 9.08846851e-05
2.05343298e-04, 3.20990503e-01, 1.64606929e-04
4.11305082e-04, 3.20997030e-01, 2.32770573e-04
2.85510495e-08, 3.21854621e-01, -1.37799225e-06
6.27605186e-05, 3.21855724e-01, 9.10682793e-05
2.06863129e-04, 3.21858823e-01, 1.65191566e-04
4.14465205e-04, 3.21863949e-01, 2.33636471e-04
2.79439494e-08, 3.22573572e-01, -1.35580490e-06
6.29845235e-05, 3.22574407e-01, 9.12188043e-05
2.08116879e-04, 3.22576851e-01, 1.65673948e-04
4.17075469e-04, 3.22580814e-01, 2.34351493e-04
2.73965313e-08, 3.23168069e-01, -1.33574861e-06
6.31470393e-05, 3.23168695e-01, 9.13275799e-05
2.09124948e-04, 3.23170543e-01, 1.66061494e-04
4.19204123e-04, 3.23173583e-01, 2.34934138e-04
2.69568012e-08, 3.23659629e-01, -1.31935701e-06
6.32809824e-05, 3.23660105e-01, 9.14176853e-05
2.09958511e-04, 3.23661476e-01, 1.66381986e-04
4.20964439e-04, 3.23663741e-01, 2.35415806e-04
2.66037326e-08, 3.24066132e-01, -1.30593946e-06
6.33914387e-05, 3.24066460e-01, 9.14923003e-05
2.10647777e-04, 3.24067444e-01, 1.66646991e-04
4.22420155e-04, 3.24069023e-01, 2.35814005e-04
2.63198672e-08, 3.24402243e-01, -1.29493776e-06
6.34825847e-05, 3.24402452e-01, 9.15540659e-05
2.11217732e-04, 3.24403107e-01, 1.66866113e-04
4.23623947e-04, 3.24404180e-01, 2.36143198e-04
2.60911985e-08, 3.24680179e-01, -1.28590568e-06
6.35578253e-05, 3.24680299e-01, 9.16051795e-05
2.11689039e-04, 3.24680686e-01, 1.67047299e-04
4.24619415e-04, 3.24681312e-01, 2.36415348e-04
2.59064716e-08, 3.24909985e-01, -1.27847920e-06
6.36199547e-05, 3.24910045e-01, 9.16474746e-05
2.12078754e-04, 3.24910194e-01, 1.67197097e-04
4.25442588e-04, 3.24910462e-01, 2.36640335e-04
2.57569255e-08, 3.25100034e-01, -1.27236945e-06
6.36712866e-05, 3.25100005e-01, 9.16824793e-05
2.12401050e-04, 3.25099975e-01, 1.67320977e-04
4.26123326e-04, 3.25099945e-01, 2.36826352e-04
2.79069005e-04, 2.34126210e-01, -2.95705890e-04
1.53019457e-04, 2.33990878e-01, -2.26031349e-04
1.52598936e-04, 2.33691916e-01, -2.26351462e-04
2.78255495e-04, 2.33827472e-01, -2.96139304e-04
6.84244515e-05, 2.33900040e-01, -1.53684581e-04
6.82566970e-05, 2.33600944e-01, -1.53914181e-04
1.74341258e-05, 2.33845279e-01, -7.87880417e-05
1.74033612e-05, 2.33546078e-01, -7.89146507e-05
2.80055829e-04, 2.34487474e-01, -2.95175589e-04
1.53530913e-04, 2.34352425e-01, -2.25640018e-04
6.86296335e-05, 2.34261766e-01, -1.53404748e-04
1.74725847e-05, 2.34207094e-01, -7.86344026e-05
2.81254615e-04, 2.34924376e-01, -2.94522732e-04
1.54154986e-04, 2.34789670e-01, -2.25158685e-04
6.88824293e-05, 2.34699219e-01, -1.53062050e-04
1.75218083e-05, 2.34644666e-01, -7.84475051e-05
2.82712077e-04, 2.35452741e-01, -2.93716410e-04
1.54917594e-04, 2.35318452e-01, -2.24564748e-04
6.91948080e-05, 2.35228240e-01, -1.52641325e-04
1.75852438e-05, 2.35173836e-01, -7.82198331e-05
2.84485548e-04, 2.36091718e-01, -2.92716897e-04
1.55851056e-04, 2.35957921e-01, -2.23829236e-04
6.95820636e-05, 2.35868022e-01, -1.52123263e-04
1.76675458e-05, 2.35813797e-01, -7.79419643e-05
2.86645547e-04, 2.36864462e-01, -2.91472796e-04
1.56995709e-04, 2.36731276e-01, -2.22914547e-04
7.00638120e-05, 2.36641750e-01, -1.51483109e-04
1.77750408e-05, 2.36587733e-01, -7.76020315e-05
2.89424846e-04, 2.37798989e-01, -2.89979798e-04
1.58521376e-04, 2.37666517e-01, -2.21848546e-04
7.07448853e-05, 2.37577438e-01, -1.50771491e-04
1.79453746e-05, 2.37523690e-01, -7.72475105e-05
2.92719342e-04, 2.38929152e-01, -2.88380397e-04
1.60292242e-04, 2.38797575e-01, -2.20699469e-04
7.14996277e-05, 2.38709033e-01, -1.49986969e-04
1.81220475e-05, 2.38655582e-01, -7.68363025e-05
2.96580751e-04, 2.40295932e-01, -2.86848517e-04
1.62303462e-04, 2.40165398e-01, -2.19580324e-04
7.22921759e-05, 2.40077510e-01, -1.49185711e-04
1.82822678e-05, 2.40024447e-01, -7.63738863e-05
3.01205175e-04, 2.41825595e-01, -2.85102724e-04
1.64830839e-04, 2.41696239e-01, -2.18367466e-04
7.33803172e-05, 2.41609067e-01, -1.48388383e-04
1.85441695e-05, 2.41556421e-01, -7.59494142e-05
3.06198315e-04, 2.43600652e-01, -2.83960660e-04
1.67354359e-04, 2.43472651e-01, -2.17549998e-04
7.42812481e-05, 2.43386313e-01, -1.47744853e-04
1.86981451e-05, 2.43334144e-01, -7.54781504e-05
3.11536685e-04, 2.45747313e-01, -2.84131966e-04
1.69642575e-04, 2.45620951e-01, -2.17578738e-04
7.47059239e-05, 2.45535627e-01, -1.47425599e-04
1.86082598e-05, 2.45484039e-01, -7.49247483e-05
3.18370381e-04, 2.48304725e-01, -2.84221111e-04
1.72795160e-04, 2.48180330e-01, -2.17652036e-04
7.55247238e-05, 2.48096198e-01, -1.47178478e-04
1.86332654e-05, 2.48045295e-01, -7.43943601e-05
3.26494483e-04, 2.51188159e-01, -2.84124049e-04
1.76727845e-04, 2.51065969e-01, -2.17704510e-04
7.67317688e-05, 2.50983208e-01, -1.46968305e-04
1.87849273e-05, 2.50933081e-01, -7.38845920e-05
3.35635530e-04, 2.54675239e-01, -2.86700553e-04
1.80644158e-04, 2.54555702e-01, -2.19755442e-04
7.74520740e-05, 2.54474580e-01, -1.47767685e-04
1.85849440e-05, 2.54425406e-01, -7.35870854e-05
3.46427580e-04, 2.58602470e-01, -2.89993739e-04
1.85446930e-04, 2.58485973e-01, -2.22500908e-04
7.85143638e-05, 2.58406699e-01, -1.49054933e-04
1.84673427e-05, 2.58358568e-01, -7.35150970e-05
3.60688166e-04, 2.63243407e-01, -2.93535006e-04
1.92647160e-04, 2.63130456e-01, -2.25532684e-04
8.09829653e-05, 2.63053387e-01, -1.50746229e-04
1.87968199e-05, 2.63006508e-01, -7.38518575e-05
3.78500816e-04, 2.68603653e-01, -2.97282066e-04
2.02399693e-04, 2.68494844e-01, -2.28689241e-04
8.50056458e-05, 2.68420279e-01, -1.52749373e-04
1.96171295e-05, 2.68374890e-01, -7.45699363e-05
3.98695614e-04, 2.73732096e-01, -2.97735241e-04
2.15480715e-04, 2.73627281e-01, -2.28778576e-04
9.21413011e-05, 2.73555189e-01, -1.53604778e-04
2.16963217e-05, 2.73511201e-01, -7.56953086e-05
4.20130236e-04, 2.78763324e-01, -2.97700142e-04
2.30114310e-04, 2.78662413e-01, -2.28215271e-04
1.00841316e-04, 2.78592706e-01, -1.54327965e-04
2.46312247e-05, 2.78550118e-01, -7.73670763e-05
4.44192614e-04, 2.83718973e-01, -2.94274243e-04
2.47488671e-04, 2.83621848e-01, -2.25335098e-04
1.12177026e-04, 2.83554494e-01, -1.54142937e-04
2.93936700e-05, 2.83513248e-01, -7.96829190e-05
4.76431363e-04, 2.88604468e-01, -2.93374003e-04
2.72134785e-04, 2.88518518e-01, -2.25288561e-04
1.27084859e-04, 2.88458914e-01, -1.55656409e-04
3.49036418e-05, 2.88422376e-01, -8.21476278e-05
5.08462312e-04, 2.93458164e-01, -2.92720099e-04
2.96326121e-04, 2.93383569e-01, -2.25901385e-04
1.41615703e-04, 2.93331802e-01, -1.57335322e-04
4.03854756e-05, 2.93300092e-01, -8.44964743e-05
5.39996487e-04, 2.98292428e-01, -2.92328419e-04
3.20185703e-04, 2.98229128e-01, -2.26405769e-04
1.56003676e-04, 2.98185229e-01, -1.58723196e-04
4.60177034e-05, 2.98158318e-01, -8.65640250e-05
5.70220116e-04, 3.03107917e-01, -2.93171732e-04
3.42783460e-04, 3.03055972e-01, -2.27912140e-04
1.69279374e-04, 3.03019941e-01, -1.60592448e-04
5.10059908e-05, 3.02997857e-01, -8.83610628e-05
5.95207501e-04, 3.07080507e-01, -2.94020399e-04
3.61472921e-04, 3.07037920e-01, -2.29165613e-04
1.80275005e-04, 3.07008386e-01, -1.62084907e-04
5.51743142e-05, 3.06990266e-01, -8.97973005e-05
6.15281228e-04, 3.10363054e-01, -2.95790844e-04
3.76196229e-04, 3.10328215e-01, -2.31166443e-04
1.88615362e-04, 3.10304046e-01, -1.63823352e-04
5.80204287e-05, 3.10289204e-01, -9.09340379e-05
6.31746661e-04, 3.13073397e-01, -2.97169288e-04
3.88252403e-04, 3.13044965e-01, -2.32726845e-04
1.95419343e-04, 3.13025236e-01, -1.65143254e-04
6.03024637e-05, 3.13013107e-01, -9.17723301e-05
6.45200314e-04, 3.15313399e-01, -2.98256316e-04
3.98074131e-04, 3.15290272e-01, -2.33946150e-04
2.00918046e-04, 3.15274209e-01, -1.66140584e-04
6.20894425e-05, 3.15264374e-01, -9.23681437e-05
6.55975600e-04, 3.17165673e-01, -2.99802516e-04
4.05853731e-04, 3.17146897e-01, -2.35372718e-04
2.05113916e-04, 3.17133904e-01, -1.67227816e-04
6.32811716e-05, 3.17125916e-01, -9.28711306e-05
6.64720137e-04, 3.18696469e-01, -3.01210181e-04
4.12131252e-04, 3.18681329e-01, -2.36619264e-04
2.08432757e-04, 3.18670809e-01, -1.68156927e-04
6.41449951e-05, 3.18664372e-01, -9.32520197e-05
6.71928108e-04, 3.19961250e-01, -3.02366563e-04
4.17303672e-04, 3.19949120e-01, -2.37638553e-04
2.11160921e-04, 3.19940686e-01, -1.68915809e-04
6.48443092e-05, 3.19935530e-01, -9.35584030e-05
6.77703763e-04, 3.21007103e-01, -3.03486537e-04
4.21386707e-04, 3.20997447e-01, -2.38611494e-04
2.13223175e-04, 3.20990741e-01, -1.69607927e-04
6.52611707e-05, 3.20986629e-01, -9.37800505e-05
6.82452228e-04, 3.21871877e-01, -3.04533198e-04
4.24727798e-04, 3.21864277e-01, -2.39518704e-04
2.14887710e-04, 3.21859002e-01, -1.70250074e-04
6.55668118e-05, 3.21855783e-01, -9.39859819e-05
6.86374435e-04, 3.22586983e-01, -3.05399066e-04
4.27487306e-04, 3.22581083e-01, -2.40267414e-04
2.16260887e-04, 3.22576970e-01, -1.70780026e-04
6.58161662e-05, 3.22574466e-01, -9.41549806e-05
6.89579407e-04, 3.23178291e-01, -3.06107220e-04
4.29733918e-04, 3.23173791e-01, -2.40876165e-04
2.17364533e-04, 3.23170662e-01, -1.71205742e-04
6.59979196e-05, 3.23168755e-01, -9.42779952e-05
6.92229427e-04, 3.23667228e-01, -3.06693255e-04
4.31591849e-04, 3.23663890e-01, -2.41379326e-04
2.18277171e-04, 3.23661566e-01, -1.71557855e-04
6.61478116e-05, 3.23660135e-01, -9.43799314e-05
6.94420654e-04, 3.24071527e-01, -3.07178183e-04
4.33128298e-04, 3.24069142e-01, -2.41795235e-04
2.19031863e-04, 3.24067503e-01, -1.71849082e-04
6.62714956e-05, 3.24066490e-01, -9.44643689e-05
6.96232542e-04, 3.24405849e-01, -3.07579350e-04
4.34398884e-04, 3.24404240e-01, -2.42139024e-04
2.19655922e-04, 3.24403137e-01, -1.72089916e-04
6.63735991e-05, 3.24402481e-01, -9.45342836e-05
6.97730691e-04, 3.24682266e-01, -3.07911192e-04
4.35449590e-04, 3.24681342e-01, -2.42423223e-04
2.20171991e-04, 3.24680686e-01, -1.72289074e-04
6.64579202e-05, 3.24680299e-01, -9.45921493e-05
6.98969525e-04, 3.24910849e-01, -3.08185641e-04
4.36318427e-04, 3.24910462e-01, -2.42658163e-04
2.20598726e-04, 3.24910194e-01, -1.72453772e-04
6.65275657e-05, 3.24910045e-01, -9.46400396e-05
6.99993863e-04, 3.25099885e-01, -3.08412651e-04
4.37036942e-04, 3.25099945e-01, -2.42852388e-04
2.20951610e-04, 3.25099975e-01, -1.72589964e-04
6.65851185e-05, 3.25100005e-01, -9.46796717e-05
2.17971429e-02, 2.55692720e-01, 3.61986691e-04
2.18215305e-02, 2.55506635e-01, 3.62978026e-04
2.20364109e-02, 2.55916893e-01, 3.25815199e-04
2.20602974e-02, 2.55731612e-01, 3.26842215e-04
2.22280007e-02, 2.56083906e-01, 2.75312777e-04
2.22515650e-02, 2.55899251e-01, 2.76468956e-04
2.23738756e-02, 2.56211221e-01, 2.15076230e-04
2.23973524e-02, 2.56027043e-01, 2.16421118e-04
2.24778447e-02, 2.56302208e-01, 1.48218664e-04
2.25016028e-02, 2.56118447e-01, 1.49756408e-04
2.25415956e-02, 2.56358474e-01, 7.65189179e-05
2.25661993e-02, 2.56175071e-01, 7.79139955e-05
2.25635972e-02, 2.56378293e-01, 3.94936706e-07
2.25889999e-02, 2.56195068e-01, 4.11789841e-07
2.17676573e-02, 2.55917758e-01, 3.60830163e-04
2.20075436e-02, 2.56140947e-01, 3.24661931e-04
2.21995488e-02, 2.56307244e-01, 2.74055958e-04
2.23455708e-02, 2.56433934e-01, 2.13647727e-04
2.24492885e-02, 2.56524444e-01, 1.46618579e-04
2.25121938e-02, 2.56580353e-01, 7.51043845e-05
2.25334167e-02, 2.56599963e-01, 3.77338978e-07
2.17320062e-02, 2.56189883e-01, 3.59508733e-04
2.19726600e-02, 2.56411910e-01, 3.23418994e-04
2.21652072e-02, 2.56577343e-01, 2.72774982e-04
2.23114844e-02, 2.56703317e-01, 2.12251020e-04
2.24150568e-02, 2.56793290e-01, 1.45107319e-04
2.24772338e-02, 2.56848782e-01, 7.38107847e-05
2.24977974e-02, 2.56868184e-01, 3.60072619e-07
2.16889046e-02, 2.56519020e-01, 3.58021702e-04
2.19305102e-02, 2.56739646e-01, 3.22135951e-04
2.21237782e-02, 2.56903976e-01, 2.71574012e-04
2.22704820e-02, 2.57029146e-01, 2.11045277e-04
2.23741215e-02, 2.57118493e-01, 1.43892088e-04
2.24358607e-02, 2.57173538e-01, 7.28213199e-05
2.24559922e-02, 2.57192761e-01, 3.44479247e-07
2.16367934e-02, 2.56917030e-01, 3.56381119e-04
2.18795929e-02, 2.57135957e-01, 3.20899620e-04
2.20738277e-02, 2.57299036e-01, 2.70624267e-04
2.22212225e-02, 2.57423222e-01, 2.10288403e-04
2.23252997e-02, 2.57511854e-01, 1.43304496e-04
2.23871693e-02, 2.57566452e-01, 7.24265337e-05
2.24072821e-02, 2.57585526e-01, 3.32502367e-07
2.15737969e-02, 2.57398367e-01, 3.54616874e-04
2.18180940e-02, 2.57615268e-01, 3.19846906e-04
2.20136289e-02, 2.57776856e-01, 2.70189514e-04
2.21621208e-02, 2.57899851e-01, 2.10379207e-04
2.22672410e-02, 2.57987678e-01, 1.43859841e-04
2.23302282e-02, 2.58041859e-01, 7.31001273e-05
2.23510396e-02, 2.58060813e-01, 3.26745095e-07
2.15047896e-02, 2.57981360e-01, 3.52151197e-04
2.17508189e-02, 2.58195758e-01, 3.17950587e-04
2.19477527e-02, 2.58355498e-01, 2.68704753e-04
2.20972411e-02, 2.58477032e-01, 2.09179110e-04
2.22029686e-02, 2.58563846e-01, 1.42898745e-04
2.22660955e-02, 2.58617371e-01, 7.24415586e-05
2.22868454e-02, 2.58636087e-01, 3.14796097e-07
2.14312132e-02, 2.58687556e-01, 3.48945177e-04
2.16792561e-02, 2.58898973e-01, 3.15035519e-04
2.18776651e-02, 2.59056419e-01, 2.65805924e-04
2.20279172e-02, 2.59176195e-01, 2.06107012e-04
2.21335012e-02, 2.59261638e-01, 1.39649914e-04
2.21951567e-02, 2.59314209e-01, 6.97603682e-05
2.22146306e-02, 2.59332538e-01, 2.97377170e-07
2.13423744e-02, 2.59541631e-01, 3.46388610e-04
2.15930212e-02, 2.59749413e-01, 3.13334254e-04
2.17936207e-02, 2.59904206e-01, 2.64803530e-04
2.19455771e-02, 2.60021865e-01, 2.05612654e-04
2.20524482e-02, 2.60105848e-01, 1.39521027e-04
2.21150611e-02, 2.60157555e-01, 6.98282238e-05
2.21349373e-02, 2.60175616e-01, 2.79231131e-07
2.12488957e-02, 2.60575831e-01, 3.42957501e-04
2.15026326e-02, 2.60779232e-01, 3.10628297e-04
2.17057168e-02, 2.60930747e-01, 2.62598798e-04
2.18593944e-02, 2.61045873e-01, 2.03651347e-04
2.19671372e-02, 2.61128008e-01, 1.37684736e-04
2.20296327e-02, 2.61178583e-01, 6.84365659e-05
2.20491085e-02, 2.61196226e-01, 2.59662187e-07
2.11542062e-02, 2.61723131e-01, 3.39854974e-04
2.14114524e-02, 2.61921704e-01, 3.08516261e-04
2.16174871e-02, 2.62069613e-01, 2.61335896e-04
2.17734426e-02, 2.62181938e-01, 2.02979092e-04
2.18828525e-02, 2.62262106e-01, 1.37411058e-04
2.19464954e-02, 2.62311518e-01, 6.83911494e-05
2.19664127e-02, 2.62328774e-01, 2.50544076e-07
2.10646428e-02, 2.63081580e-01, 3.37750011e-04
2.13258676e-02, 2.63274401e-01, 3.06749454e-04
2.15350594e-02, 2.63418019e-01, 2.59562192e-04
2.16930211e-02, 2.63526976e-01, 2.00732567e-04
2.18029451e-02, 2.63604730e-01, 1.34528760e-04
2.18652189e-02, 2.63652563e-01, 6.58040226e-05
2.18837783e-02, 2.63669252e-01, 1.84017779e-07
2.09691394e-02, 2.64725268e-01, 3.35730321e-04
2.12353356e-02, 2.64911115e-01, 3.05514637e-04
2.14487072e-02, 2.65049577e-01, 2.59004446e-04
2.16097832e-02, 2.65154511e-01, 2.00336654e-04
2.17216462e-02, 2.65229404e-01, 1.33991271e-04
2.17846446e-02, 2.65275538e-01, 6.52408053e-05
2.18031649e-02, 2.65291661e-01, 1.45289022e-07
2.08794996e-02, 2.66691625e-01, 3.33231816e-04
2.11516079e-02, 2.66869187e-01, 3.03749868e-04
2.13699546e-02, 2.67001480e-01, 2.58044514e-04
2.15347093e-02, 2.67101616e-01, 1.99555521e-04
2.16488075e-02, 2.67173111e-01, 1.33043024e-04
2.17124857e-02, 2.67217189e-01, 6.43330714e-05
2.17308681e-02, 2.67232627e-01, 1.18786247e-07
2.08039656e-02, 2.68999577e-01, 3.31815274e-04
2.10829899e-02, 2.69167453e-01, 3.02623434e-04
2.13071629e-02, 2.69292533e-01, 2.57539883e-04
2.14761645e-02, 2.69387066e-01, 1.98894559e-04
2.15926897e-02, 2.69454598e-01, 1.31829045e-04
2.16566734e-02, 2.69496262e-01, 6.29902788e-05
2.16746032e-02, 2.69510895e-01, 3.86027139e-08
2.07467936e-02, 2.71787524e-01, 3.32155090e-04
2.10341811e-02, 2.71943688e-01, 3.02801345e-04
2.12655161e-02, 2.72060037e-01, 2.58366170e-04
2.14398298e-02, 2.72147804e-01, 1.99368747e-04
2.15595625e-02, 2.72210538e-01, 1.31390494e-04
2.16241982e-02, 2.72249341e-01, 6.19531129e-05
2.16417592e-02, 2.72263050e-01, -1.20146893e-07
2.07126345e-02, 2.75115252e-01, 3.33018805e-04
2.10099742e-02, 2.75257468e-01, 3.03217850e-04
2.12499890e-02, 2.75363415e-01, 2.60017783e-04
2.14310922e-02, 2.75443077e-01, 2.01251532e-04
2.15557087e-02, 2.75500059e-01, 1.32764399e-04
2.16229577e-02, 2.75535405e-01, 6.23140731e-05
2.16410719e-02, 2.75547951e-01, -2.37436723e-07
2.07068194e-02, 2.79122442e-01, 3.34247627e-04
2.10160539e-02, 2.79247820e-01, 3.03263310e-04
2.12663468e-02, 2.79341280e-01, 2.61210313e-04
2.14555748e-02, 2.79411197e-01, 2.02931667e-04
2.15862859e-02, 2.79461235e-01, 1.34332047e-04
2.16573384e-02, 2.79492378e-01, 6.30313516e-05
2.16763467e-02, 2.79503524e-01, -2.65116284e-07
2.07292568e-02, 2.83113569e-01, 3.34172917e-04
2.10502911e-02, 2.83222258e-01, 3.01946362e-04
2.13107336e-02, 2.83303261e-01, 2.61278212e-04
2.15082299e-02, 2.83363491e-01, 2.04402226e-04
2.16458999e-02, 2.83406585e-01, 1.36862654e-04
2.17227712e-02, 2.83433497e-01, 6.50557486e-05
2.17439681e-02, 2.83443213e-01, -1.93398847e-07
2.07756534e-02, 2.87095517e-01, 3.32189200e-04
2.11084094e-02, 2.87187546e-01, 2.98850064e-04
2.13787816e-02, 2.87256122e-01, 2.59487657e-04
2.15845257e-02, 2.87306637e-01, 2.04951415e-04
2.17296779e-02, 2.87342787e-01, 1.39886426e-04
2.18145810e-02, 2.87365347e-01, 6.88328801e-05
2.18401738e-02, 2.87373543e-01, -6.24431991e-08
2.08382569e-02, 2.91070938e-01, 3.25991743e-04
2.11826544e-02, 2.91146398e-01, 2.92210752e-04
2.14627516e-02, 2.91202635e-01, 2.54480052e-04
2.16765050e-02, 2.91243523e-01, 2.03209565e-04
2.18291208e-02, 2.91272730e-01, 1.42360615e-04
2.19235141e-02, 2.91290820e-01, 7.46211590e-05
2.19572503e-02, 2.91297346e-01, -2.86378867e-08
2.09175311e-02, 2.95052290e-01, 3.16232676e-04
2.12647617e-02, 2.95118779e-01, 2.83089932e-04
