
[Name]
IGV Blade

[Data]
X [ m ], Y [ m ], Z [ m ]
7.39874179e-03, 2.54246891e-01, 9.53570299e-04
8.15340411e-03, 2.54854411e-01, 9.64316423e-04
8.91656801e-03, 2.55465627e-01, 9.66988388e-04
9.68546607e-03, 2.56080687e-01, 9.62173624e-04
1.04592470e-02, 2.56697357e-01, 9.50494315e-04
1.12356925e-02, 2.57314891e-01, 9.32540046e-04
1.20131867e-02, 2.57932007e-01, 9.08868155e-04
1.27905458e-02, 2.58547127e-01, 8.80009786e-04
1.35650439e-02, 2.59159684e-01, 8.46474664e-04
1.43355103e-02, 2.59766281e-01, 8.08702025e-04
1.50981583e-02, 2.60366172e-01, 7.67250138e-04
1.58505794e-02, 2.60954678e-01, 7.22615630e-04
1.65884625e-02, 2.61529803e-01, 6.75424119e-04
1.73081197e-02, 2.62087643e-01, 6.26307679e-04
1.80014502e-02, 2.62623966e-01, 5.76235820e-04
1.86581239e-02, 2.63129920e-01, 5.26460179e-04
1.92605089e-02, 2.63591021e-01, 4.78881178e-04
1.61571102e-03, 2.52296746e-01, 5.08006022e-04
2.10770685e-03, 2.52702892e-01, 5.74088132e-04
2.64736172e-03, 2.53152668e-01, 6.40065933e-04
3.23852547e-03, 2.53627926e-01, 7.04508042e-04
3.86746088e-03, 2.54128754e-01, 7.64150172e-04
4.52571549e-03, 2.54650772e-01, 8.16982880e-04
5.21305669e-03, 2.55185753e-01, 8.62197543e-04
5.92157152e-03, 2.55733520e-01, 8.98776227e-04
6.64628064e-03, 2.56292462e-01, 9.26457345e-04
7.38513377e-03, 2.56859303e-01, 9.45390726e-04
8.13449826e-03, 2.57433355e-01, 9.55911062e-04
8.89252033e-03, 2.58010328e-01, 9.58528486e-04
9.65626910e-03, 2.58590758e-01, 9.53811686e-04
1.04249269e-02, 2.59172171e-01, 9.42354032e-04
1.11962091e-02, 2.59754032e-01, 9.24746098e-04
1.19684404e-02, 2.60335147e-01, 9.01524560e-04
1.27404677e-02, 2.60913759e-01, 8.73193785e-04
1.35094551e-02, 2.61489749e-01, 8.40259483e-04
1.42743839e-02, 2.62059391e-01, 8.03136441e-04
1.50313657e-02, 2.62622386e-01, 7.62360927e-04
1.57782305e-02, 2.63173789e-01, 7.18403840e-04
1.65105592e-02, 2.63712108e-01, 6.71872287e-04
1.72248613e-02, 2.64233410e-01, 6.23371918e-04
1.79129355e-02, 2.64734268e-01, 5.73865254e-04
1.85649507e-02, 2.65206546e-01, 5.24566218e-04
1.91637725e-02, 2.65636742e-01, 4.77317488e-04
1.64500519e-03, 2.55763531e-01, 5.13911131e-04
2.13711709e-03, 2.56141961e-01, 5.80769556e-04
2.67502223e-03, 2.56560147e-01, 6.47046079e-04
3.26249376e-03, 2.57001191e-01, 7.11275963e-04
3.88681726e-03, 2.57465780e-01, 7.70402548e-04
4.54035355e-03, 2.57949442e-01, 8.22574715e-04
5.22240624e-03, 2.58445024e-01, 8.66975868e-04
5.92565583e-03, 2.58951962e-01, 9.02724452e-04
6.64516771e-03, 2.59469002e-01, 9.29618487e-04
7.37896794e-03, 2.59992748e-01, 9.47838998e-04
8.12330283e-03, 2.60522962e-01, 9.57745186e-04
8.87649227e-03, 2.61055082e-01, 9.59846540e-04
9.63540934e-03, 2.61590153e-01, 9.54728981e-04
1.03992661e-02, 2.62125462e-01, 9.42971266e-04
1.11656971e-02, 2.62660742e-01, 9.25176137e-04
1.19329570e-02, 2.63194829e-01, 9.01871244e-04
1.26999253e-02, 2.63725877e-01, 8.73551588e-04
1.34636294e-02, 2.64254212e-01, 8.40724853e-04
1.42232357e-02, 2.64775723e-01, 8.03773059e-04
1.49747236e-02, 2.65290767e-01, 7.63224147e-04
1.57162026e-02, 2.65794128e-01, 7.19498377e-04
1.64431240e-02, 2.66284764e-01, 6.73189876e-04
1.71522200e-02, 2.66758919e-01, 6.24860695e-04
1.78351589e-02, 2.67213970e-01, 5.75476734e-04
1.84826814e-02, 2.67642766e-01, 5.26198419e-04
1.90782081e-02, 2.68033117e-01, 4.78828239e-04
1.68002513e-03, 2.59649336e-01, 5.22048969e-04
2.17293180e-03, 2.60002285e-01, 5.90038893e-04
2.70962296e-03, 2.60391176e-01, 6.56898832e-04
3.29375942e-03, 2.60800451e-01, 7.21216900e-04
3.91376298e-03, 2.61231393e-01, 7.80115486e-04
4.56290040e-03, 2.61679381e-01, 8.31906393e-04
5.23993839e-03, 2.62138426e-01, 8.75786820e-04
5.93822263e-03, 2.62607425e-01, 9.10989533e-04
6.65286416e-03, 2.63085514e-01, 9.37352073e-04
7.38197006e-03, 2.63569117e-01, 9.55091265e-04
8.12164601e-03, 2.64058530e-01, 9.64574749e-04
8.87040514e-03, 2.64548808e-01, 9.66321968e-04
9.62489378e-03, 2.65041560e-01, 9.60918376e-04
1.03843557e-02, 2.65533745e-01, 9.48941684e-04
1.11463331e-02, 2.66025364e-01, 9.30996321e-04
1.19089894e-02, 2.66515255e-01, 9.07602080e-04
1.26712453e-02, 2.67001510e-01, 8.79256171e-04
1.34299602e-02, 2.67484903e-01, 8.46461626e-04
1.41845141e-02, 2.67960846e-01, 8.09579738e-04
1.49307260e-02, 2.68430382e-01, 7.69123028e-04
1.56670306e-02, 2.68887937e-01, 7.25467515e-04
1.63887162e-02, 2.69332975e-01, 6.79183926e-04
1.70927737e-02, 2.69761801e-01, 6.30786817e-04
1.77707076e-02, 2.70172775e-01, 5.81236614e-04
1.84139218e-02, 2.70559579e-01, 5.31633326e-04
1.90064870e-02, 2.70911485e-01, 4.83760028e-04
1.72418775e-03, 2.64236540e-01, 5.33785438e-04
2.21882155e-03, 2.64560044e-01, 6.03387190e-04
2.75494461e-03, 2.64915079e-01, 6.71191781e-04
3.33607732e-03, 2.65287578e-01, 7.35841750e-04
3.95197701e-03, 2.65679628e-01, 7.94666994e-04
4.59696958e-03, 2.66086340e-01, 8.46157898e-04
5.26918191e-03, 2.66503125e-01, 8.89527844e-04
5.96273318e-03, 2.66928226e-01, 9.24133812e-04
6.67278422e-03, 2.67361253e-01, 9.49855486e-04
7.39753107e-03, 2.67798394e-01, 9.66944848e-04
8.13290756e-03, 2.68240571e-01, 9.75792005e-04
8.87764804e-03, 2.68682390e-01, 9.76923038e-04
9.62812826e-03, 2.69126117e-01, 9.70937079e-04
1.03836246e-02, 2.69568324e-01, 9.58420103e-04
1.11415638e-02, 2.70009339e-01, 9.39985388e-04
1.19000021e-02, 2.70448029e-01, 9.16169258e-04
1.26579031e-02, 2.70882338e-01, 8.87467817e-04
1.34119252e-02, 2.71313608e-01, 8.54410056e-04
1.41616976e-02, 2.71736681e-01, 8.17334338e-04
1.49028478e-02, 2.72153437e-01, 7.76759174e-04
1.56341884e-02, 2.72557795e-01, 7.33012857e-04
1.63508095e-02, 2.72949845e-01, 6.86646672e-04
1.70500111e-02, 2.73326039e-01, 6.38116384e-04
1.77230854e-02, 2.73685724e-01, 5.88365190e-04
1.83622129e-02, 2.74023801e-01, 5.38409164e-04
1.89522151e-02, 2.74331003e-01, 4.89982252e-04
1.77803100e-03, 2.69532293e-01, 5.49369492e-04
2.27546645e-03, 2.69826502e-01, 6.21077546e-04
2.81181093e-03, 2.70147532e-01, 6.90206769e-04
3.39041115e-03, 2.70483077e-01, 7.55488931e-04
4.00256319e-03, 2.70835966e-01, 8.14483035e-04
4.64381184e-03, 2.71201074e-01, 8.65871203e-04
5.31153241e-03, 2.71575302e-01, 9.08895105e-04
6.00073114e-03, 2.71956176e-01, 9.43027146e-04
6.70662383e-03, 2.72343785e-01, 9.68174427e-04
7.42750149e-03, 2.72734046e-01, 9.84618440e-04
8.15909263e-03, 2.73128569e-01, 9.92766232e-04
8.90038349e-03, 2.73521334e-01, 9.93147958e-04
9.64742992e-03, 2.73915499e-01, 9.86366998e-04
1.03995409e-02, 2.74306983e-01, 9.73028480e-04
1.11540044e-02, 2.74696618e-01, 9.53744631e-04
1.19087463e-02, 2.75083154e-01, 9.29097703e-04
1.26627712e-02, 2.75464475e-01, 8.99585139e-04
1.34125045e-02, 2.75842428e-01, 8.65782553e-04
1.41578605e-02, 2.76211262e-01, 8.28036806e-04
1.48942377e-02, 2.76573718e-01, 7.86901102e-04
1.56208975e-02, 2.76923209e-01, 7.42675271e-04
1.63326859e-02, 2.77260393e-01, 6.95918163e-04
1.70272663e-02, 2.77581811e-01, 6.47026056e-04
1.76956691e-02, 2.77888119e-01, 5.96931495e-04
1.83309987e-02, 2.78175354e-01, 5.46530471e-04
1.89189538e-02, 2.78436005e-01, 4.97465197e-04
1.83451246e-03, 2.74589658e-01, 5.62789850e-04
2.33527552e-03, 2.74860859e-01, 6.36435347e-04
2.87250243e-03, 2.75154710e-01, 7.06858526e-04
3.44937621e-03, 2.75460482e-01, 7.72886619e-04
4.05866560e-03, 2.75781870e-01, 8.32309946e-04
4.69708582e-03, 2.76113331e-01, 8.83971225e-04
5.36129251e-03, 2.76453286e-01, 9.27045243e-04
6.04714453e-03, 2.76798487e-01, 9.61097772e-04
6.74990239e-03, 2.77149439e-01, 9.86020197e-04
7.46794743e-03, 2.77501792e-01, 1.00209750e-03
8.19679722e-03, 2.77857721e-01, 1.00970920e-03
8.93569086e-03, 2.78210700e-01, 1.00940489e-03
9.68035217e-03, 2.78564543e-01, 1.00179913e-03
1.04301246e-02, 2.78914750e-01, 9.87472944e-04
1.11821555e-02, 2.79262364e-01, 9.67078784e-04
1.19342357e-02, 2.79606223e-01, 9.41264443e-04
1.26854079e-02, 2.79943913e-01, 9.10530449e-04
1.34318611e-02, 2.80277908e-01, 8.75514874e-04
1.41737917e-02, 2.80601740e-01, 8.36621330e-04
1.49063654e-02, 2.80919015e-01, 7.94452906e-04
1.56292859e-02, 2.81222552e-01, 7.49337312e-04
1.63371600e-02, 2.81513602e-01, 7.01877580e-04
1.70280114e-02, 2.81788796e-01, 6.52459392e-04
1.76926013e-02, 2.82049835e-01, 6.02023152e-04
1.83249600e-02, 2.82293916e-01, 5.51347272e-04
1.89116560e-02, 2.82515198e-01, 5.01953415e-04
1.89292151e-03, 2.79549360e-01, 5.75746642e-04
2.39756959e-03, 2.79800147e-01, 6.51222479e-04
2.93629966e-03, 2.80069470e-01, 7.22853001e-04
3.51213454e-03, 2.80348331e-01, 7.89597456e-04
4.11929516e-03, 2.80641139e-01, 8.49470554e-04
4.75565204e-03, 2.80942082e-01, 9.01473453e-04
5.41715138e-03, 2.81250954e-01, 9.44692467e-04
6.10048650e-03, 2.81563789e-01, 9.78780910e-04
6.80096075e-03, 2.81881511e-01, 1.00359647e-03
7.51703558e-03, 2.82199413e-01, 1.01940800e-03
8.24402645e-03, 2.82520324e-01, 1.02656311e-03
8.98140483e-03, 2.82837093e-01, 1.02562748e-03
9.72457323e-03, 2.83154309e-01, 1.01722532e-03
1.04728956e-02, 2.83466846e-01, 1.00188737e-03
1.12233758e-02, 2.83776164e-01, 9.80309560e-04
1.19736679e-02, 2.84080952e-01, 9.53203707e-04
1.27228489e-02, 2.84378648e-01, 9.21064464e-04
1.34668676e-02, 2.84672260e-01, 8.84591893e-04
1.42061980e-02, 2.84954637e-01, 8.44252587e-04
1.49357710e-02, 2.85230190e-01, 8.00707727e-04
1.56557355e-02, 2.85491168e-01, 7.54329900e-04
1.63604468e-02, 2.85739392e-01, 7.05798215e-04
1.70482956e-02, 2.85971522e-01, 6.55524025e-04
1.77097712e-02, 2.86190301e-01, 6.04496512e-04
1.83398314e-02, 2.86394179e-01, 5.53415390e-04
1.89259127e-02, 2.86578774e-01, 5.03688934e-04
1.95328798e-03, 2.84430653e-01, 5.82866720e-04
2.46220082e-03, 2.84663260e-01, 6.59910671e-04
3.00280494e-03, 2.84910411e-01, 7.32766348e-04
3.57799558e-03, 2.85164744e-01, 8.00452312e-04
4.18344233e-03, 2.85431504e-01, 8.61206441e-04
4.81817639e-03, 2.85704523e-01, 9.14077973e-04
5.47744893e-03, 2.85985053e-01, 9.58064571e-04
6.15877891e-03, 2.86268294e-01, 9.92794405e-04
6.85751066e-03, 2.86555648e-01, 1.01806689e-03
7.57218292e-03, 2.86842048e-01, 1.03408471e-03
8.29789415e-03, 2.87130922e-01, 1.04115345e-03
9.03433748e-03, 2.87414581e-01, 1.03978440e-03
9.77659412e-03, 2.87698209e-01, 1.03058142e-03
1.05240420e-02, 2.87976176e-01, 1.01412798e-03
1.12735322e-02, 2.88250268e-01, 9.91129200e-04
1.20225754e-02, 2.88519084e-01, 9.62307618e-04
1.27702849e-02, 2.88779855e-01, 9.28257592e-04
1.35123646e-02, 2.89036065e-01, 8.89760209e-04
1.42495632e-02, 2.89279938e-01, 8.47326592e-04
1.49765806e-02, 2.89516658e-01, 8.01752030e-04
1.56940110e-02, 2.89737910e-01, 7.53477798e-04
1.63959656e-02, 2.89945960e-01, 7.03320489e-04
1.70812067e-02, 2.90137678e-01, 6.51768991e-04
1.77399497e-02, 2.90316671e-01, 5.99911436e-04
1.83680970e-02, 2.90482730e-01, 5.48414886e-04
1.89539660e-02, 2.90632933e-01, 4.98588022e-04
1.98316691e-03, 2.89232075e-01, 5.84604219e-04
2.48990511e-03, 2.89436638e-01, 6.62691658e-04
3.03076999e-03, 2.89653867e-01, 7.37111142e-04
3.60811152e-03, 2.89877355e-01, 8.06640368e-04
4.21756506e-03, 2.90111721e-01, 8.69355164e-04
4.85753361e-03, 2.90351570e-01, 9.24067281e-04
5.52297058e-03, 2.90598005e-01, 9.69636196e-04
6.21095765e-03, 2.90846765e-01, 1.00555911e-03
6.91669853e-03, 2.91099131e-01, 1.03157887e-03
7.63829332e-03, 2.91350603e-01, 1.04784127e-03
8.37087911e-03, 2.91604221e-01, 1.05466309e-03
9.11375601e-03, 2.91853189e-01, 1.05255493e-03
9.86226089e-03, 2.92102128e-01, 1.04213110e-03
1.06155900e-02, 2.92346001e-01, 1.02405844e-03
1.13707380e-02, 2.92586416e-01, 9.99068841e-04
1.21251987e-02, 2.92822152e-01, 9.67904751e-04
1.28779141e-02, 2.93050766e-01, 9.31275543e-04
1.36246318e-02, 2.93275297e-01, 8.90035764e-04
1.43656386e-02, 2.93488920e-01, 8.44788621e-04
1.50955338e-02, 2.93696165e-01, 7.96466717e-04
1.58144422e-02, 2.93889701e-01, 7.45646597e-04
1.65160280e-02, 2.94071615e-01, 6.93304872e-04
1.71990730e-02, 2.94239014e-01, 6.40046492e-04
1.78532861e-02, 2.94395238e-01, 5.87064598e-04
1.84755586e-02, 2.94540107e-01, 5.34981606e-04
1.90540683e-02, 2.94671118e-01, 4.85235505e-04
2.01016688e-03, 2.93999881e-01, 5.82278066e-04
2.51407083e-03, 2.94176847e-01, 6.61071273e-04
3.05464049e-03, 2.94364780e-01, 7.36893504e-04
3.63367982e-03, 2.94558108e-01, 8.08255922e-04
4.24675085e-03, 2.94760853e-01, 8.73022771e-04
4.89157764e-03, 2.94968277e-01, 9.29730479e-04
5.56284096e-03, 2.95181423e-01, 9.77067859e-04
6.25714893e-03, 2.95396596e-01, 1.01433916e-03
6.96956133e-03, 2.95614898e-01, 1.04122225e-03
7.69772334e-03, 2.95832366e-01, 1.05777953e-03
8.43681861e-03, 2.96051741e-01, 1.06432161e-03
9.18573048e-03, 2.96267062e-01, 1.06136559e-03
9.94007289e-03, 2.96482354e-01, 1.04955898e-03
1.06988549e-02, 2.96693265e-01, 1.02960761e-03
1.14592202e-02, 2.96901196e-01, 1.00230309e-03
1.22186542e-02, 2.97105074e-01, 9.68456676e-04
1.29759209e-02, 2.97302753e-01, 9.28870926e-04
1.37268277e-02, 2.97496915e-01, 8.84489447e-04
1.44711742e-02, 2.97681600e-01, 8.36060382e-04
1.52034685e-02, 2.97860801e-01, 7.84657430e-04
1.59233399e-02, 2.98028082e-01, 7.31018663e-04
1.66240092e-02, 2.98185289e-01, 6.76308933e-04
1.73042621e-02, 2.98329949e-01, 6.21266954e-04
1.79533195e-02, 2.98464954e-01, 5.67306473e-04
1.85690671e-02, 2.98590094e-01, 5.15069114e-04
1.91395115e-02, 2.98703283e-01, 4.65929421e-04
2.03597336e-03, 2.98748910e-01, 5.79640619e-04
2.53685471e-03, 2.98898548e-01, 6.58997742e-04
3.07691353e-03, 2.99057484e-01, 7.36083777e-04
3.65740992e-03, 2.99220949e-01, 8.09160818e-04
4.27383510e-03, 2.99392343e-01, 8.75876285e-04
4.92324168e-03, 2.99567729e-01, 9.34489130e-04
5.60004171e-03, 2.99747914e-01, 9.83504346e-04
6.30037254e-03, 2.99929827e-01, 1.02205027e-03
7.01915240e-03, 3.00114393e-01, 1.04972417e-03
7.75357429e-03, 3.00298244e-01, 1.06651150e-03
8.49886797e-03, 3.00483704e-01, 1.07270875e-03
9.25350469e-03, 3.00665766e-01, 1.06885040e-03
1.00133726e-02, 3.00847769e-01, 1.05561863e-03
1.07772937e-02, 3.01026106e-01, 1.03376911e-03
1.15425643e-02, 3.01201880e-01, 1.00414397e-03
1.23066595e-02, 3.01374227e-01, 9.67637403e-04
1.30681703e-02, 3.01541328e-01, 9.25142725e-04
1.38229616e-02, 3.01705450e-01, 8.77698476e-04
1.45703498e-02, 3.01861554e-01, 8.26204487e-04
1.53047536e-02, 3.02013010e-01, 7.71860941e-04
1.60253104e-02, 3.02154362e-01, 7.15578673e-04
1.67247951e-02, 3.02287191e-01, 6.58707635e-04
1.74020082e-02, 3.02409410e-01, 6.02091663e-04
1.80456676e-02, 3.02523464e-01, 5.47299976e-04
1.86546575e-02, 3.02629173e-01, 4.94935433e-04
1.92168187e-02, 3.02724779e-01, 4.46387596e-04
2.06025643e-03, 3.03480685e-01, 5.76007762e-04
2.55815824e-03, 3.03603351e-01, 6.55618729e-04
3.09773092e-03, 3.03733587e-01, 7.33658497e-04
3.67968786e-03, 3.03867519e-01, 8.08169483e-04
4.29945346e-03, 3.04007977e-01, 8.76578328e-04
4.95341560e-03, 3.04151684e-01, 9.36848868e-04
5.63572021e-03, 3.04299355e-01, 9.87268286e-04
6.34203292e-03, 3.04448396e-01, 1.02685322e-03
7.06713414e-03, 3.04599613e-01, 1.05507101e-03
7.80776609e-03, 3.04750293e-01, 1.07184635e-03
8.55920557e-03, 3.04902285e-01, 1.07745058e-03
9.31950938e-03, 3.05051476e-01, 1.07244332e-03
1.00848423e-02, 3.05200636e-01, 1.05757301e-03
1.08538419e-02, 3.05346787e-01, 1.03364722e-03
1.16239572e-02, 3.05490851e-01, 1.00156257e-03
1.23926559e-02, 3.05632085e-01, 9.62312624e-04
1.31583568e-02, 3.05769026e-01, 9.16895922e-04
1.39169889e-02, 3.05903554e-01, 8.66478600e-04
1.46673862e-02, 3.06031466e-01, 8.12093145e-04
1.54038798e-02, 3.06155592e-01, 7.55098183e-04
1.61251202e-02, 3.06271404e-01, 6.96580508e-04
1.68234352e-02, 3.06380242e-01, 6.38067024e-04
1.74976364e-02, 3.06480378e-01, 5.80476422e-04
1.81359388e-02, 3.06573808e-01, 5.25486248e-04
1.87382139e-02, 3.06660444e-01, 4.73623542e-04
1.92921329e-02, 3.06738764e-01, 4.26238490e-04
2.07963469e-03, 3.07384580e-01, 5.73198311e-04
2.57496908e-03, 3.07485074e-01, 6.52928778e-04
3.11402138e-03, 3.07591766e-01, 7.31663255e-04
3.69705586e-03, 3.07701498e-01, 8.07245087e-04
4.31944011e-03, 3.07816535e-01, 8.76933045e-04
4.97701159e-03, 3.07934254e-01, 9.38463316e-04
5.66369994e-03, 3.08055222e-01, 9.89942579e-04
6.37478381e-03, 3.08177352e-01, 1.03029120e-03
7.10493186e-03, 3.08301240e-01, 1.05887733e-03
7.85051379e-03, 3.08424681e-01, 1.07557920e-03
8.60684738e-03, 3.08549196e-01, 1.08065119e-03
9.37164854e-03, 3.08671445e-01, 1.07467826e-03
1.01413131e-02, 3.08793694e-01, 1.05845765e-03
1.09143248e-02, 3.08913469e-01, 1.03284104e-03
1.16882622e-02, 3.09031516e-01, 9.98775242e-04
1.24605866e-02, 3.09147269e-01, 9.57327138e-04
1.32295750e-02, 3.09259504e-01, 9.09585971e-04
1.39912097e-02, 3.09369743e-01, 8.56814266e-04
1.47439279e-02, 3.09474587e-01, 8.00152833e-04
1.54819880e-02, 3.09576273e-01, 7.41091324e-04
1.62036382e-02, 3.09671223e-01, 6.80852274e-04
1.69008393e-02, 3.09760422e-01, 6.21097744e-04
1.75724067e-02, 3.09842467e-01, 5.62801841e-04
1.82061419e-02, 3.09919059e-01, 5.07717603e-04
1.88027304e-02, 3.09990048e-01, 4.56299982e-04
1.93497054e-02, 3.10054243e-01, 4.09860775e-04
2.09417008e-03, 3.10610652e-01, 5.71443292e-04
2.58725253e-03, 3.10692757e-01, 6.50943723e-04
3.12571647e-03, 3.10779959e-01, 7.29926280e-04
3.70946340e-03, 3.10869634e-01, 8.05996184e-04
4.33380250e-03, 3.10963631e-01, 8.76318605e-04
4.99411253e-03, 3.11059833e-01, 9.38500976e-04
5.68414992e-03, 3.11158657e-01, 9.90502886e-04
6.39887666e-03, 3.11258465e-01, 1.03114883e-03
7.13287201e-03, 3.11359704e-01, 1.05976651e-03
7.88220484e-03, 3.11460614e-01, 1.07620365e-03
8.64223298e-03, 3.11562389e-01, 1.08072325e-03
9.41039715e-03, 3.11662316e-01, 1.07393099e-03
1.01832887e-02, 3.11762244e-01, 1.05665135e-03
1.09592704e-02, 3.11860144e-01, 1.02978328e-03
1.17360288e-02, 3.11956644e-01, 9.94324568e-04
1.25110261e-02, 3.12051296e-01, 9.51395021e-04
1.32824257e-02, 3.12143028e-01, 9.02148488e-04
1.40462536e-02, 3.12233150e-01, 8.47917341e-04
1.48006203e-02, 3.12318861e-01, 7.89933372e-04
1.55397262e-02, 3.12402010e-01, 7.29767082e-04
1.62614807e-02, 3.12479615e-01, 6.68731576e-04
1.69575419e-02, 3.12552512e-01, 6.08568836e-04
1.76267233e-02, 3.12619597e-01, 5.50271594e-04
1.82564836e-02, 3.12682211e-01, 4.95610584e-04
1.88481789e-02, 3.12740237e-01, 4.44946287e-04
1.93892252e-02, 3.12792718e-01, 3.99534358e-04
2.10556667e-03, 3.13274771e-01, 5.70001081e-04
2.59663421e-03, 3.13341767e-01, 6.49311987e-04
3.13444273e-03, 3.13412905e-01, 7.28498853e-04
3.71859502e-03, 3.13486069e-01, 8.04971205e-04
4.34435252e-03, 3.13562751e-01, 8.75818310e-04
5.00671752e-03, 3.13641250e-01, 9.38539801e-04
5.69930440e-03, 3.13721895e-01, 9.90972738e-04
6.41681673e-03, 3.13803315e-01, 1.03186199e-03
7.15376018e-03, 3.13885927e-01, 1.06050144e-03
7.90595822e-03, 3.13968271e-01, 1.07671344e-03
8.66879988e-03, 3.14051330e-01, 1.08076865e-03
9.43950284e-03, 3.14132899e-01, 1.07329024e-03
1.02148196e-02, 3.14214468e-01, 1.05512608e-03
1.09930122e-02, 3.14294398e-01, 1.02721527e-03
1.17718596e-02, 3.14373195e-01, 9.90597648e-04
1.25488257e-02, 3.14450473e-01, 9.46437649e-04
1.33219780e-02, 3.14525366e-01, 8.95943260e-04
1.40873827e-02, 3.14598978e-01, 8.40505352e-04
1.48428790e-02, 3.14668953e-01, 7.81431620e-04
1.55826220e-02, 3.14736843e-01, 7.20359734e-04
1.63042434e-02, 3.14800203e-01, 6.58677076e-04
1.69991497e-02, 3.14859718e-01, 5.98190003e-04
1.76661592e-02, 3.14914495e-01, 5.39903005e-04
1.82924420e-02, 3.14965606e-01, 4.85598517e-04
1.88799109e-02, 3.15012991e-01, 4.35556052e-04
1.94158927e-02, 3.15055847e-01, 3.90983128e-04
2.11444008e-03, 3.15476775e-01, 5.68813994e-04
2.60372786e-03, 3.15531254e-01, 6.47968845e-04
3.14086908e-03, 3.15589100e-01, 7.27323932e-04
3.72521905e-03, 3.15648556e-01, 8.04128125e-04
4.35200194e-03, 3.15710932e-01, 8.75408878e-04
5.01590921e-03, 3.15774739e-01, 9.38575831e-04
5.71044022e-03, 3.15840304e-01, 9.91364243e-04
6.43008575e-03, 3.15906525e-01, 1.03245303e-03
7.16929277e-03, 3.15973729e-01, 1.06110761e-03
7.92368129e-03, 3.16040695e-01, 1.07712939e-03
8.68866965e-03, 3.16108257e-01, 1.08079589e-03
9.46128927e-03, 3.16174626e-01, 1.07274519e-03
1.02384267e-02, 3.16240996e-01, 1.05384446e-03
1.10182641e-02, 3.16306025e-01, 1.02506694e-03
1.17986556e-02, 3.16370159e-01, 9.87487263e-04
1.25770653e-02, 3.16433012e-01, 9.42307059e-04
1.33514851e-02, 3.16493988e-01, 8.90779658e-04
1.41180130e-02, 3.16553861e-01, 8.34344479e-04
1.48742683e-02, 3.16610813e-01, 7.74372602e-04
1.56143671e-02, 3.16666067e-01, 7.12557288e-04
1.63357127e-02, 3.16717625e-01, 6.50346861e-04
1.70295071e-02, 3.16766053e-01, 5.89599891e-04
1.76945683e-02, 3.16810638e-01, 5.31328144e-04
1.83178373e-02, 3.16852212e-01, 4.77321795e-04
1.89016797e-02, 3.16890776e-01, 4.27791703e-04
1.94333568e-02, 3.16925645e-01, 3.83904349e-04
2.12111650e-03, 3.17297578e-01, 5.68531977e-04
2.60888599e-03, 3.17341715e-01, 6.47440611e-04
3.14542581e-03, 3.17388564e-01, 7.26755941e-04
3.72987450e-03, 3.17436725e-01, 8.03652569e-04
4.35742596e-03, 3.17487240e-01, 8.75105907e-04
5.02251461e-03, 3.17538917e-01, 9.38446436e-04
5.71854226e-03, 3.17592025e-01, 9.91360866e-04
6.43982645e-03, 3.17645669e-01, 1.03249378e-03
7.18076900e-03, 3.17700118e-01, 1.06109644e-03
7.93682691e-03, 3.17754388e-01, 1.07695709e-03
8.70344695e-03, 3.17809135e-01, 1.08035957e-03
9.47751105e-03, 3.17862928e-01, 1.07195461e-03
1.02560194e-02, 3.17916721e-01, 1.05262338e-03
1.10370880e-02, 3.17969441e-01, 1.02335867e-03
1.18186353e-02, 3.18021417e-01, 9.85252671e-04
1.25981281e-02, 3.18072379e-01, 9.39525897e-04
1.33734923e-02, 3.18121821e-01, 8.87456525e-04
1.41408518e-02, 3.18170369e-01, 8.30508769e-04
1.48976408e-02, 3.18216532e-01, 7.70090322e-04
1.56379435e-02, 3.18261325e-01, 7.07925879e-04
1.63589697e-02, 3.18303138e-01, 6.45497174e-04
1.70517545e-02, 3.18342417e-01, 5.84694091e-04
1.77151095e-02, 3.18378538e-01, 5.26527176e-04
1.83357932e-02, 3.18412274e-01, 4.72794403e-04
1.89165492e-02, 3.18443537e-01, 4.23654303e-04
1.94445793e-02, 3.18471789e-01, 3.80249898e-04
2.12621223e-03, 3.18802595e-01, 5.68431045e-04
2.61266506e-03, 3.18838179e-01, 6.47107197e-04
3.14863841e-03, 3.18875939e-01, 7.26350234e-04
3.73308989e-03, 3.18914801e-01, 8.03285511e-04
4.36118850e-03, 3.18955511e-01, 8.74844496e-04
5.02715772e-03, 3.18997175e-01, 9.38291138e-04
5.72431879e-03, 3.19040030e-01, 9.91278444e-04
6.44684723e-03, 3.19083273e-01, 1.03242591e-03
7.18911039e-03, 3.19127202e-01, 1.06097513e-03
7.94642977e-03, 3.19170982e-01, 1.07670459e-03
8.71427916e-03, 3.19215178e-01, 1.07990357e-03
9.48941614e-03, 3.19258571e-01, 1.07123412e-03
1.02689378e-02, 3.19301993e-01, 1.05158961e-03
1.10509051e-02, 3.19344550e-01, 1.02197821e-03
1.18332934e-02, 3.19386542e-01, 9.83505393e-04
1.26135666e-02, 3.19427699e-01, 9.37405857e-04
1.33896004e-02, 3.19467604e-01, 8.84976587e-04
1.41575402e-02, 3.19506824e-01, 8.27698794e-04
1.49146654e-02, 3.19544107e-01, 7.67008634e-04
1.56550333e-02, 3.19580287e-01, 7.04650651e-04
1.63757000e-02, 3.19614053e-01, 6.42131548e-04
1.70675535e-02, 3.19645762e-01, 5.81360364e-04
